"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"TID","UPCOM","Tin Nghia Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-12-12",200000000,9603600000000,-1.25,11.71,21.29
"TIE","UPCOM","Telecommunications Industry Electronics Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2009-12-11",9569900,38279600000,0,5,"N/A"
"TIG","HNX","ThangLong Investment Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-10-08",160006834,2240095676000,2.86,7.14,-15
"TIN","UPCOM","","","","","","",0,1086837981200,-3.8,-6.33,-22.78
"TIP","HOSE","Tinnghia Industrial Park Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2016-06-06",26003143,1800717638900,1.81,1.08,3.61
"TIS","UPCOM","Thai Nguyen Iron and Steel Joint Stock Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-03-24",184000000,1454248265600,1.25,-2.5,-12.5
"TIX","HOSE","Tan Binh Import - Export Joint Stock Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-11-25",30000000,978000000000,-2.76,"N/A","N/A"
"TJC","HNX","Transport and Trading service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2007-12-17",8600000,129860000000,"N/A","N/A","N/A"
"TKA","UPCOM","Tan Khanh An Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2020-06-03",3800000,39140000000,"N/A","N/A","N/A"
"TKC","HNX","Tanky Construction Real Estate Trading Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-01",11382232,86931079200,7.41,18.52,"N/A"
"TKU","HNX","Tung Kuang Industrial Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Aluminum","2006-06-26",5996904,697416912000,3.33,"N/A","N/A"
"TL4","UPCOM","Hydraulics Construction Corporation No.4 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2015-02-04",16008338,128157849134,1.12,7.87,"N/A"
"TLD","HOSE","Thang Long Urban Development and Construction Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-12-07",42752586,494114593460,8.77,1.82,-3.63
"TLG","HOSE","Thien Long Group Corporation","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Nondurable Household Products","2010-03-26",77794453,4729902742400,8.55,11.18,24.51
"TLH","HOSE","Tienlen Steel Corporation Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2010-03-16",102110621,1061950458400,1.92,7.69,-11.54
"TLI","UPCOM","Thang Loi International Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2019-01-25",3000000,26100000000,"N/A","N/A","N/A"
"TLP","UPCOM","Thanh Le Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-12-08",236600000,2365799000000,1,"N/A","N/A"
"TLT","UPCOM","Viglacera ThangLong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-08",6989800,118826600000,"N/A","N/A","N/A"
"TMB","HNX","Vinacomin - Northern Coal Trading Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2017-01-16",15000000,408000000000,0.74,11.76,"N/A"
"TMC","HNX","Thu Duc Trading and Import Export Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2006-12-26",12400000,179800000000,"N/A","N/A","N/A"
"TMG","UPCOM","ThaiNguyen Non Ferous Metals Joint Stock Company ","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-02-07",18000000,1083600000000,"N/A","N/A","N/A"
"TMP","HOSE","Thac Mo Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2009-06-18",70000000,3976000000000,-0.35,"N/A","N/A"
"TMS","HOSE","Transimex Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2000-08-04",105871548,7801876767300,0.95,-1.36,-22.12
"TMT","HOSE","TMT Motors Corporation","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2010-01-22",37287680,696993822000,0.53,-9.79,-35.45
"TMW","UPCOM","Tan Mai General Wood Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2009-12-23",4662350,59211845000,"N/A","N/A","N/A"
"TMX","HNX","VICEM Cement Trading Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-11-02",6000000,70200000000,"N/A","N/A","N/A"
"TN1","HOSE","TNS Holdings Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2019-05-30",43188087,1109933835900,-1.17,2.72,-10.54
"TNA","HOSE","Thien Nam Trading Import-Export Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2005-07-20",49576264,507082493000,0,3.4,-5.83
"TNB","UPCOM","VNSTEEL - Nha Be Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2010-04-16",11500000,317434500000,30.97,"N/A","N/A"
"TNC","HOSE","Thong Nhat Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-08-22",19250000,1220450000000,"N/A","N/A","N/A"
"TNG","HNX","TNG Investment And Trading Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2007-11-22",100112151,2703028077000,0.74,-2.59,-8.15
"TNH","HOSE","Thai Nguyen International Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","2021-01-06",51874998,2132062417800,-2.19,-9.12,1.82
"TNI","HOSE","Thanh Nam Group Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-05-29",52500000,236250000000,2.22,10.89,-7.33
"TNM","UPCOM","Tranimexco Transportation Import-Export and Construction Joint-Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-10-27",5800000,21579872160,"N/A","N/A","N/A"
"TNP","UPCOM","Thi Nai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-12-23",7100000,119990000000,"N/A","N/A","N/A"
"TNS","UPCOM","Thongnhat Flat Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-01-06",20000000,106740000000,0,13.21,-18.87
"TNT","HOSE","TNT Group Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2010-05-21",51000000,416670000000,0.49,11.87,-37.7
"TNW","UPCOM","Thai Nguyen Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-05-26",16000000,184000000000,-9.57,"N/A","N/A"
"TOP","UPCOM","Top One Allot Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2015-07-23",25350000,62158200000,"N/A","N/A","N/A"
"TOS","UPCOM","Tan Cang Offshore Services Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2021-09-08",30999886,1239995440000,"N/A","N/A","N/A"
"TOT","HNX","Transimex Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2017-07-17",5495000,60445000000,"N/A","N/A","N/A"
"TOW","UPCOM","Tra Noc - O Mon Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-01-25",7978150,197057859700,"N/A","N/A","N/A"
"TPB","HOSE","Tien Phong Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2018-04-19",1581755495,44921856058000,1.76,4.05,-8.1
"TPC","HOSE","Tan Dai Hung Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-11-28",24430596,236428038000,1.43,11.62,"N/A"
"TPH","HNX","Hanoi Textbooks Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","2006-12-15",2095985,29972585500,"N/A","N/A","N/A"
"TPP","HNX","Tan Phu Viet Nam Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2008-09-26",30000000,499500000000,"N/A","N/A","N/A"
"TPS","UPCOM","Sai Gon Transporation Parking Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2015-12-01",5000000,134500000000,"N/A","N/A","N/A"
"TQN","UPCOM","Quang Ninh Pine Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2017-02-08",3600000,92519486000,"N/A","N/A","N/A"
"TQW","UPCOM","Tuyen Quang Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-06-14",8933200,82185440000,"N/A","N/A","N/A"
"TR1","UPCOM","Traco Transport Joint Stock Corporation No.1","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2020-08-24",4592490,61080117000,"N/A","N/A","N/A"
"TRA","HOSE","Traphaco Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2008-11-26",41453673,3585471710000,"N/A","N/A","N/A"
"TRC","HOSE","Tay Ninh Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-07-24",30000000,1192668750000,"N/A","N/A","N/A"
"TRS","UPCOM","Tracimexco - Supply Chains and Agency Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2015-09-18",4548413,150151960300,"N/A","N/A","N/A"
"TRT","UPCOM","RedstarCera Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-03-16",11000000,131673216000,"N/A","N/A","N/A"
"TS3","UPCOM","Truong Son 532 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2018-01-19",3851880,16563084000,"N/A","N/A","N/A"
"TS4","UPCOM","Seafood Joint Stock Company No 4","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2002-08-08",16160646,45490217396,"N/A","N/A","N/A"
"TSB","HNX","Tia Sang Battery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2011-01-19",6745480,67454800000,"N/A","N/A","N/A"
"TSC","HOSE","Techno - Agricultural Supplying Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2007-10-04",196858925,1511876544000,5.21,7.42,-21.09
"TSD","UPCOM","Truong Son Tourism Joint Stock Company Ceocco","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2018-01-10",1300000,10701600000,"N/A","N/A","N/A"
"TSG","UPCOM","Sai Gon Railway of Telecommunication - Signalization Joint Stock Company ","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-04-18",3074100,40578120000,"N/A","N/A","N/A"
"TSJ","UPCOM","Hanoi Tourist Service Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2017-08-01",74800000,1697900980000,"N/A","N/A","N/A"
"TST","UPCOM","Telecommunication Technical Service Joint Stock Company","Technology","Technology","Software & Computer Services","Computer Services","2007-12-13",4800000,64320000000,"N/A","N/A","N/A"
"TTA","HOSE","Truong Thanh Development and Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2020-09-18",145799904,1873808950300,1.68,0.84,-6.64
"TTB","HOSE","Tien Bo Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-01-26",101509583,516683777470,7.47,9.43,1.77
"TTC","HNX","Thanh Thanh Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-08-08",5992348,77820916800,"N/A","N/A","N/A"
"TTD","UPCOM","Tam Duc Cardiology Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","2017-02-06",15552000,830321280000,"N/A","N/A","N/A"
"TTE","HOSE","Truong Thinh Energy Investment Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2018-12-10",28490400,313394400000,"N/A","N/A","N/A"
"TTF","HOSE","Truong Thanh Furniture Corporation","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2008-02-18",393548302,3334689969570,0.62,-0.12,-10.23
"TTG","UPCOM","Thanh Tri Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-02-02",2000000,11401650000,-1.69,"N/A","N/A"
"TTH","HNX","Tien Thanh Service and Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Apparel Retailers","2016-10-26",37374846,149499384000,10,20,-7.5
"TTL","HNX","Thang Long Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2018-01-18",41908000,544098100000,"N/A","N/A","N/A"
"TTN","UPCOM","Viet Nam Technology &amp; Telecommunication Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","2017-04-19",36727500,457955197500,0,-8.06,-7.26
"TTP","UPCOM","Tan Tien Plastic Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2006-12-05",14999998,469066619000,"N/A","N/A","N/A"
"TTS","UPCOM","Thai Trung Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-05-17",50800000,406400000000,"N/A","N/A","N/A"
"TTT","HNX","Tay Ninh Tourist - Trading Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2017-06-02",4570210,213428807000,"N/A","N/A","N/A"
"TTZ","HNX","Tien Trung Investment Construction and Technology Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2013-01-29",7570444,29524731600,-7.69,12.82,-5.13
"TUG","UPCOM","Haiphong Tugboat and Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-02-21",2700000,43200000000,"N/A","N/A","N/A"
"TV1","UPCOM","Power Engineering Consulting Joint Stock Company 1","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2010-09-23",26691319,312288432300,-0.85,"N/A","N/A"
"TV2","HOSE","Power Engineering Consulting Joint Stock Company 2","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2009-10-13",45018141,2115852627000,5.74,10.21,-1.06
"TV3","HNX","Power Engineering Consulting Joint Stock Company 3","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-01",8276080,185383878400,"N/A","N/A","N/A"
"TV4","HNX","Power Engineering Consulting Joint Stock Company 4","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2008-07-22",17726869,317922228000,-3.89,-2.78,"N/A"
"TV6","UPCOM","Thinh Vuong Power Construction Trading and Investment Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","2021-05-21",3000000,18000000000,-1.67,-28.33,"N/A"
"TVA","UPCOM","Viglacera Thanh Tri Sanitary Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-04-11",6300000,57330000000,"N/A","N/A","N/A"
"TVB","HOSE","Tri Viet Securities Joint Stock Corporation","Financials","Financial Services","Financial Services","Investment Services","2015-06-18",112097019,1020082872900,5.82,18.9,-1.1
"TVC","HNX","Tri Viet Asset Management Corporation Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","2014-09-23",118610670,1138662432000,3.12,11.46,-4.17
"TVD","HNX","Vang Danh Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2011-01-11",44962864,746383542400,3.61,7.83,-7.23
"TVG","UPCOM","Transport Investment And Construction Consultant Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-01-25",2029589,25775780300,"N/A","N/A","N/A"
"TVH","UPCOM","Construction Consultation Joint Stock Company For Maritime Building","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2019-01-17",4004000,88488400000,"N/A","N/A","N/A"
"TVM","UPCOM","Vinacomin Industry Investment Consulting Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2015-12-15",2400000,26880000000,"N/A","N/A","N/A"
"TVN","UPCOM","Viet Nam Steel Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2016-01-18",678000000,6082338000000,3.33,7.78,-8.89
"TVP","UPCOM","TV.Pharm Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2017-08-17",11087936,709618048000,"N/A","N/A","N/A"
"TVS","HOSE","Thien Viet Securities Joint-Stock Company","Financials","Financial Services","Financial Services","Investment Services","2015-01-15",107075184,3447818896200,0.93,-1.55,-1.09
"TVT","HOSE","Viet Thang Corporation - JSC","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-07-17",21000000,667800000000,-0.31,"N/A","N/A"
"TVW","UPCOM","TraVinh Water Supply & Drainage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-12-11",14597860,156197102000,"N/A","N/A","N/A"
"TW3","UPCOM","Central Pharmaceutical Joint Stock Company No.3","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2016-10-18",1750000,23836400000,"N/A","N/A","N/A"
"TXM","HNX","VICEM Gypsum and Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-11",7000000,37800000000,"N/A","N/A","N/A"
"TYA","HOSE","Taya (VIET NAM) Electric Wire and Cable Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-02-15",6134773,460208730000,0.33,0.67,"N/A"
"UCT","UPCOM","CanTho Urban Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2016-11-15",5344345,56115622500,"N/A","N/A","N/A"
"UDC","HOSE","Urban Development Construction Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-05",35000000,319295200000,0.11,10.22,-4.35
"UDJ","UPCOM","Becamex Urban Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-22",16500000,231016500000,-0.71,-0.71,0.71
"UDL","UPCOM","Dak Lak Urban and Enviroment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2020-01-09",6620000,102610000000,"N/A","N/A","N/A"
"UEM","UPCOM","Vinacomin - Uong Bi Electric Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2015-09-24",2438100,78019200000,"N/A","N/A","N/A"
"UIC","HOSE","Idico Urban and House Development Joint stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-11-12",8000000,348000000000,"N/A","N/A","N/A"
"UMC","UPCOM","Nam Dinh Urband Construction Management Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-08-28",1841617,18047846600,"N/A","N/A","N/A"
"UNI","HNX","Sao Mai Viet Investment and Development Joint Stock Company","Technology","Technology","Software & Computer Services","Computer Services","2006-05-30",15617632,249882112000,1.25,-5,-16.25
"UPC","UPCOM","Vung Tau Urban and Parks Development Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Multiutilities","2017-04-21",3400000,85000000000,"N/A","N/A","N/A"
"UPH","UPCOM","No 25 Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2016-12-29",13294641,146241051000,"N/A","N/A","N/A"
"USC","UPCOM","Union of Survey And Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-02-06",5500000,57750000000,"N/A","N/A","N/A"
"USD","UPCOM","Soc Trang Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2019-01-30",5600000,74480000000,0,"N/A","N/A"
"V11","UPCOM","Vietnam Construction Joint Stock Company No11","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2012-01-16",8399889,10021067577,"N/A","N/A","N/A"
"V12","HNX","Viet Nam Construction Joint Stock Company No 12","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-01-05",5818000,87851800000,"N/A","N/A","N/A"
"V15","UPCOM","Vinaconex 15 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-17",10000000,10180000000,"N/A","N/A","N/A"
"V21","HNX","Vinaconex 21 Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-04-21",11999789,73198712900,-1.64,1.64,"N/A"
"VAB","UPCOM","Vietnam-Asia Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2021-07-20",539960043,5399600430000,0,2,-4
"VAF","HOSE","Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-06-23",37665348,564980220000,0,"N/A","N/A"
"VAT","UPCOM","Van Xuan VT Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2010-12-15",4612953,7231020223,"N/A","N/A","N/A"
"VAV","UPCOM","VIWACO Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-07-26",32000000,864000000000,"N/A","N/A","N/A"
"VBB","UPCOM","Vietnam Thuong Tin Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2019-07-30",477682669,5143686979792,0,2.78,-10.19
"VBC","HNX","Vinh Plastic and Bags Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2010-03-17",7499972,200998928000,-0.75,"N/A","N/A"
"VBG","UPCOM","Vinacomin - Viet Bac Geology Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2017-03-24",8600000,49020000000,"N/A","N/A","N/A"
"VBH","UPCOM","Viettronics Binh Hoa Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-12-29",2900000,30740000000,"N/A","N/A","N/A"
"VC1","HNX","Construction Joint Stock Company No 1","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-05-14",12000000,120000000000,0,-7,"N/A"
"VC2","HNX","VINA2 Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-11",47199410,967587905000,3.9,-7.32,-104.88
"VC3","HNX","Nam MeKong Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","2007-12-13",66811848,4279291007600,-0.23,15.71,22.44
"VC5","UPCOM","Construction Joint Stock Company - Number 5","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-16",5000000,7625000000,"N/A","N/A","N/A"
"VC6","HNX","Visicons Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-28",8000000,81838902600,"N/A","N/A","N/A"
"VC7","HNX","BGI Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-12-28",48045592,586152391600,3.28,11.48,-17.21
"VC9","HNX","VC9 - No 9 Construction Joint Stock Company ","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-11-05",12000000,135664320000,-1.72,18.97,-13.79
"VCA","HOSE","VNSTEEL - VICASA Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-02-21",15187322,226291097800,"N/A","N/A","N/A"
"VCB","HOSE","Joint Stock Commercial Bank For Foreign Trade Of Vietnam","Banks","Banks","Banks","Banks","2009-06-30",4732516571,390432617107500,3.03,6.67,3.39
"VCC","HNX","Vinaconex 25 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-02-05",12000000,204000000000,-1.76,14.12,"N/A"
"VCE","UPCOM","Construction Environment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-12-29",5000000,40000000000,"N/A","N/A","N/A"
"VCF","HOSE","Vinacafe Bien Hoa Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2011-01-28",26579135,6208885936000,-6.98,"N/A","N/A"
"VCG","HOSE","Vietnam Construction And Import - Export Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-09-05",485879878,10835121279400,3.14,-4.48,-2.33
"VCI","HOSE","Viet Capital Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2017-07-07",335000000,16287696297400,4.01,11.55,18.96
"VCM","HNX","Vinaconex Trading And Manpower Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2010-05-11",3000000,52500000000,"N/A","N/A","N/A"
"VCP","UPCOM","VCP Power &amp; Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-12-16",83789658,2052846621000,"N/A","N/A","N/A"
"VCR","UPCOM","Vinaconex Investment and Tourism Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-05-10",210000000,7456890000000,0.85,6.2,11.27
"VCS","HNX","VICOSTONE Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2007-12-17",160000000,12656000000000,0.13,5.56,-11.5
"VCT","UPCOM","Vinaconex's Construction Consultant Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2010-07-15",1100000,17600000000,"N/A","N/A","N/A"
"VCW","UPCOM","Song Da Water Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-11-23",75000000,2610000000000,"N/A","N/A","N/A"
"VCX","UPCOM","Yen Binh Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2014-04-01",26530000,185630410000,"N/A","N/A","N/A"
"VDB","UPCOM","Dong Bac Transport and Processing of Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2018-11-22",7889510,7810414200,"N/A","N/A","N/A"
"VDL","HNX","Lam Dong Foodstuffs Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Distillers & Vintners","2007-11-27",14657150,356168745000,"N/A","N/A","N/A"
"VDN","UPCOM","Vinatex Da Nang Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-07-15",2993910,33395376000,"N/A","N/A","N/A"
"VDP","HOSE","VIDIPHA Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2017-08-15",16831904,612681305600,2.88,1.1,"N/A"
"VDS","HOSE","Viet Dragon Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2010-05-25",105104665,3024000000000,1.39,8.68,2.43
"VDT","UPCOM","Binh Tay Steel Netting Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-03-01",1965440,68986944000,"N/A","N/A","N/A"
"VE1","HNX","VNECO 1 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-09-04",6000000,25504504000,"N/A","N/A","N/A"
"VE2","HNX","VNECO 2 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-26",2158880,16365024000,"N/A","N/A","N/A"
"VE3","HNX","VNECO 3 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-06-30",1319710,12933158000,"N/A","N/A","N/A"
"VE4","HNX","VNECO4 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2012-10-16",1028000,82034400000,"N/A","N/A","N/A"
"VE8","HNX","Vneco 8 Electricity Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2012-08-27",1800000,14580000000,0,"N/A","N/A"
