"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap"
"TJC","HNX","Transport and Trading service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2007-12-17",8600000,160820000000
"TKA","UPCOM","Tan Khanh An Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2020-06-03",3800000,39140000000
"TKC","HNX","Tanky Construction Real Estate Trading Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-01",11382232,70832731200
"TKG","UPCOM","Tung Khanh Trading and Manufacturing Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2021-04-09",6315312,82724271888
"TKU","HNX","Tung Kuang Industrial Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Aluminum","2006-06-26",5996904,662546066400
"TL4","UPCOM","Hydraulics Construction Corporation No.4 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2015-02-04",16008338,119128312926
"TLD","HOSE","Thang Long Urban Development and Construction Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-12-07",42752586,275326653840
"TLG","HOSE","Thien Long Group Corporation","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Nondurable Household Products","2010-03-26",77794453,3928619876500
"TLH","HOSE","Tienlen Steel Corporation Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2010-03-16",102110621,933291075940
"TLI","UPCOM","Thang Loi International Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2019-01-25",3000000,24900000000
"TLP","UPCOM","Thanh Le Corporation","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-12-08",236600000,2251057748500
"TLT","UPCOM","Viglacera ThangLong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-08",6989800,73392900000
"TMB","HNX","Vinacomin - Northern Coal Trading Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2017-01-16",15000000,363000000000
"TMC","HNX","Thu Duc Trading and Import Export Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2006-12-26",12400000,186000000000
"TMG","UPCOM","ThaiNguyen Non Ferous Metals Joint Stock Company ","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-02-07",18000000,1080000000000
"TMP","HOSE","Thac Mo Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2009-06-18",70000000,4060000000000
"TMS","HOSE","Transimex Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2000-08-04",105871548,7939494675000
"TMT","HOSE","TMT Motors Corporation","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2010-01-22",37287680,811315560000
"TMW","UPCOM","Tan Mai General Wood Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2009-12-23",4662350,59211845000
"TMX","HNX","VICEM Cement Trading Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-11-02",6000000,64200000000
"TN1","HOSE","TNS Holdings Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2019-05-30",43188087,1084020983700
"TNA","HOSE","Thien Nam Trading Import-Export Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2005-07-20",49576264,488374595200
"TNB","UPCOM","VNSTEEL - Nha Be Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2010-04-16",11500000,219650000000
"TNC","HOSE","Thong Nhat Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-08-22",19250000,1237775000000
"TNG","HNX","TNG Investment And Trading Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2007-11-22",92698779,2733061722300
"TNH","HOSE","Thai Nguyen International Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","2021-01-06",51874998,2347343659500
"TNI","HOSE","Thanh Nam Group Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-05-29",52500000,206850000000
"TNM","UPCOM","Tranimexco Transportation Import-Export and Construction Joint-Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-10-27",5800000,21875011200
"TNP","UPCOM","Thi Nai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2016-12-23",7100000,167560000000
"TNS","UPCOM","Thongnhat Flat Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-01-06",20000000,92000000000
"TNT","HOSE","TNT Group Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2010-05-21",51000000,368220000000
"TNW","UPCOM","Thai Nguyen Water Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-05-26",16000000,221600000000
"TOP","UPCOM","Top One Allot Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","2015-07-23",25350000,42131700000
"TOS","UPCOM","Tan Cang Offshore Services Joint Stock Company","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","2021-09-08",30999886,1283395280400
"TOT","HNX","Transimex Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2017-07-17",5495000,65940000000
"TOW","UPCOM","Tra Noc - O Mon Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-01-25",7978150,197057859700
"TPB","HOSE","Tien Phong Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2018-04-19",1581755495,42074696167000
"TPC","HOSE","Tan Dai Hung Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-11-28",24430596,205129469160
"TPH","HNX","Hanoi Textbooks Printing Joint Stock Company","Consumer Services","Media","Media","Publishing","2006-12-15",2095985,30391782500
"TPP","HNX","Tan Phu Viet Nam Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2008-09-26",30000000,330000000000
"TPS","UPCOM","Sai Gon Transporation Parking Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2015-12-01",5000000,134500000000
"TQN","UPCOM","Quang Ninh Pine Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2017-02-08",3600000,92519486000
"TQW","UPCOM","Tuyen Quang Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2019-06-14",8933200,84865400000
"TR1","UPCOM","Traco Transport Joint Stock Corporation No.1","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2020-08-24",4592490,91390551000
"TRA","HOSE","Traphaco Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2008-11-26",41453673,3593761818000
"TRC","HOSE","Tay Ninh Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2007-07-24",30000000,1144612500000
"TRS","UPCOM","Tracimexco - Supply Chains and Agency Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2015-09-18",4548413,158770955000
"TRT","UPCOM","RedstarCera Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-03-16",11000000,131673216000
"TS3","UPCOM","Truong Son 532 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2018-01-19",3851880,21185340000
"TS4","UPCOM","Seafood Joint Stock Company No 4","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2002-08-08",16160646,44543173350
"TSB","HNX","Tia Sang Battery Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2011-01-19",6745480,75549376000
"TSC","HOSE","Techno - Agricultural Supplying Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2007-10-04",196858925,1385886832000
"TSD","UPCOM","Truong Son Tourism Joint Stock Company Ceocco","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2018-01-10",1300000,10701600000
"TSG","UPCOM","Sai Gon Railway of Telecommunication - Signalization Joint Stock Company ","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-04-18",3074100,43652220000
"TSJ","UPCOM","Hanoi Tourist Service Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2017-08-01",74800000,1765218640000
"TTA","HOSE","Truong Thanh Development and Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2020-09-18",145799904,1842327583200
"TTB","HOSE","Tien Bo Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-01-26",101509583,447657261030
"TTC","HNX","Thanh Thanh Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-08-08",5992348,76632811200
"TTD","UPCOM","Tam Duc Cardiology Hospital Joint Stock Company","Health Care","Health Care","Health Care Equipment & Services","Health Care Providers","2017-02-06",15552000,760492800000
"TTE","HOSE","Truong Thinh Energy Investment Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2018-12-10",28490400,344733840000
"TTF","HOSE","Truong Thanh Furniture Corporation","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2008-02-18",393548302,3347025444180
"TTG","UPCOM","Thanh Tri Garment Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-02-02",2000000,10221900000
"TTH","HNX","Tien Thanh Service and Trading Joint Stock Company","Consumer Services","Retail","General Retailers","Apparel Retailers","2016-10-26",37374846,119599507200
"TTL","HNX","Thang Long Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2018-01-18",41908000,590137170000
"TTN","UPCOM","Viet Nam Technology &amp; Telecommunication Joint Stock Company","Telecommunications","Telecommunications","Fixed Line Telecommunications","Fixed Line Telecommunications","2017-04-19",36727500,445651485000
"TTP","UPCOM","Tan Tien Plastic Packaging Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2006-12-05",14999998,520434145000
"TTS","UPCOM","Thai Trung Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2017-05-17",50800000,391160000000
"TTT","HNX","Tay Ninh Tourist - Trading Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2017-06-02",4570210,313516406000
"TTZ","HNX","Tien Trung Investment Construction and Technology Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2013-01-29",7570444,27253598400
"TUG","UPCOM","Haiphong Tugboat and Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-02-21",2700000,49680000000
"TV1","UPCOM","Power Engineering Consulting Joint Stock Company 1","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2010-09-23",26691319,282927981400
"TV2","HOSE","Power Engineering Consulting Joint Stock Company 2","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2009-10-13",45018141,1881758293800
"TV3","HNX","Power Engineering Consulting Joint Stock Company 3","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-01",8276080,196970370800
"TV4","HNX","Power Engineering Consulting Joint Stock Company 4","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2008-07-22",17726869,328519635600
"TV6","UPCOM","Thinh Vuong Power Construction Trading and Investment Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","2021-05-21",3000000,27000000000
"TVA","UPCOM","Viglacera Thanh Tri Sanitary Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-04-11",6300000,81270000000
"TVB","HOSE","Tri Viet Securities Joint Stock Corporation","Financials","Financial Services","Financial Services","Investment Services","2015-06-18",112015461,791404954140
"TVC","HNX","Tri Viet Asset Management Corporation Joint Stock Company","Financials","Financial Services","Financial Services","Specialty Finance","2014-09-23",118610670,972607494000
"TVD","HNX","Vang Danh Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2011-01-11",44962864,692428105600
"TVG","UPCOM","Transport Investment And Construction Consultant Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-01-25",2029589,25775780300
"TVH","UPCOM","Construction Consultation Joint Stock Company For Maritime Building","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2019-01-17",4004000,88488400000
"TVM","UPCOM","Vinacomin Industry Investment Consulting Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2015-12-15",2400000,26880000000
"TVN","UPCOM","Viet Nam Steel Corporation","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2016-01-18",678000000,5449086000000
"TVP","UPCOM","TV.Pharm Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2017-08-17",11087936,848215323000
"TVS","HOSE","Thien Viet Securities Joint-Stock Company","Financials","Financial Services","Financial Services","Investment Services","2015-01-15",107075184,3388927579650
"TVT","HOSE","Viet Thang Corporation - JSC","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-07-17",21000000,647850000000
"TVW","UPCOM","TraVinh Water Supply & Drainage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-12-11",14597860,179553678000
"TW3","UPCOM","Central Pharmaceutical Joint Stock Company No.3","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2016-10-18",1750000,20431200000
"TXM","HNX","VICEM Gypsum and Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-11",7000000,37800000000
"TYA","HOSE","Taya (VIET NAM) Electric Wire and Cable Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-02-15",6134773,458674700900
"UCT","UPCOM","CanTho Urban Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2016-11-15",5344345,49702408500
"UDC","HOSE","Urban Development Construction Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-05",35000000,283200960000
"UDJ","UPCOM","Becamex Urban Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-22",16500000,231148500000
"UDL","UPCOM","Dak Lak Urban and Enviroment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2020-01-09",6620000,121808000000
"UEM","UPCOM","Vinacomin - Uong Bi Electric Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2015-09-24",2438100,78019200000
"UIC","HOSE","Idico Urban and House Development Joint stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-11-12",8000000,367600000000
"UMC","UPCOM","Nam Dinh Urband Construction Management Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-08-28",1841617,18047846600
"UNI","HNX","Sao Mai Viet Investment and Development Joint Stock Company","Technology","Technology","Software & Computer Services","Computer Services","2006-05-30",15617632,262376217600
"UPC","UPCOM","Vung Tau Urban and Parks Development Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Multiutilities","2017-04-21",3400000,62560000000
"UPH","UPCOM","No 25 Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2016-12-29",13294641,143582122800
"USC","UPCOM","Union of Survey And Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2017-02-06",5500000,56650000000
"USD","UPCOM","Soc Trang Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2019-01-30",5600000,73920000000
"V11","UPCOM","Vietnam Construction Joint Stock Company No11","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2012-01-16",8399889,8399889000
"V12","HNX","Viet Nam Construction Joint Stock Company No 12","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-01-05",5818000,93088000000
"V15","UPCOM","Vinaconex 15 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-12-17",10000000,10000000000
"V21","HNX","Vinaconex 21 Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-04-21",11999789,71998734000
"VAB","UPCOM","Vietnam-Asia Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2021-07-20",539960043,5278109420325
"VAF","HOSE","Van Dien Fused Magnesium Phosphate Fertilizer Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-06-23",37665348,510365465400
"VAT","UPCOM","Van Xuan VT Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2010-12-15",4612953,6781069876
"VAV","UPCOM","VIWACO Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-07-26",32000000,896000000000
"VBB","UPCOM","Vietnam Thuong Tin Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2019-07-30",477682669,4998949131085
"VBC","HNX","Vinh Plastic and Bags Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","2010-03-17",7499972,247498680000
"VBG","UPCOM","Vinacomin - Viet Bac Geology Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2017-03-24",8600000,49020000000
"VBH","UPCOM","Viettronics Binh Hoa Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-12-29",2900000,29000000000
"VC1","HNX","Construction Joint Stock Company No 1","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-05-14",12000000,132000000000
"VC2","HNX","VINA2 Investment and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-11",47199410,1038387020000
"VC3","HNX","Nam MeKong Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","2007-12-13",66811848,3240374628000
"VC5","UPCOM","Construction Joint Stock Company - Number 5","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-16",5000000,7190000000
"VC6","HNX","Visicons Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-28",8000000,107358560400
"VC7","HNX","BGI Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-12-28",48045592,509279946800
"VC9","HNX","VC9 - No 9 Construction Joint Stock Company ","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-11-05",12000000,112273920000
"VCA","HOSE","VNSTEEL - VICASA Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-02-21",15187322,220216169000
"VCB","HOSE","Joint Stock Commercial Bank For Foreign Trade Of Vietnam","Banks","Banks","Banks","Banks","2009-06-30",4732516571,353518987853700
"VCC","HNX","Vinaconex 25 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-02-05",12000000,174000000000
"VCE","UPCOM","Construction Environment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-12-29",5000000,40000000000
"VCF","HOSE","Vinacafe Bien Hoa Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2011-01-28",26579135,6219517590000
"VCG","HOSE","Vietnam Construction And Import - Export Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-09-05",441710673,10932297255000
"VCI","HOSE","Viet Capital Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2017-07-07",335000000,13567500000000
"VCM","HNX","Vinaconex Trading And Manpower Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","2010-05-11",3000000,49200000000
"VCP","UPCOM","VCP Power &amp; Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2016-12-16",83789658,2128508682174
"VCR","UPCOM","Vinaconex Investment and Tourism Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-05-10",210000000,6926640000000
"VCS","HNX","VICOSTONE Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2007-12-17",160000000,11664000000000
"VCT","UPCOM","Vinaconex's Construction Consultant Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2010-07-15",1100000,17600000000
"VCW","UPCOM","Song Da Water Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2016-11-23",75000000,2610000000000
"VCX","UPCOM","Yen Binh Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2014-04-01",26530000,183057000000
"VDB","UPCOM","Dong Bac Transport and Processing of Coal Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","2018-11-22",7889510,7810414200
"VDL","HNX","Lam Dong Foodstuffs Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Distillers & Vintners","2007-11-27",14657150,359100175000
"VDN","UPCOM","Vinatex Da Nang Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2010-07-15",2993910,41147874000
"VDP","HOSE","VIDIPHA Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2017-08-15",16831904,614364496000
"VDS","HOSE","Viet Dragon Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2010-05-25",105104665,2602917006500
"VDT","UPCOM","Binh Tay Steel Netting Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2011-03-01",1965440,68986944000
"VE1","HNX","VNECO 1 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-09-04",6000000,22538864000
"VE2","HNX","VNECO 2 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-26",2158880,17623872000
"VE3","HNX","VNECO 3 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-06-30",1319710,14120897000
"VE4","HNX","VNECO4 Electricity Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2012-10-16",1028000,82034400000
"VE8","HNX","Vneco 8 Electricity Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2012-08-27",1800000,14760000000
"VE9","UPCOM","VNECO 9 Investment & Construction JSC","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-23",12523613,35842390353
"VEA","UPCOM","Vietnam Engine and Agricultural Machinery Corporation","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2018-07-02",1328800000,58713028000000
"VEC","UPCOM","Vietnam Electronics And Informatics Joint Stock Corporation","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2017-07-14",43800000,613200000000
"VEF","UPCOM","Vietnam Exhibition Fair Centre Joint Stock Company","Consumer Services","Media","Media","Media Agencies","2015-12-22",166604050,17085104278550
"VES","UPCOM","Meca Vneco Investment And Electricity Construction Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2010-04-14",9007500,36930750000
"VET","UPCOM","NAVETCO National Veterinary Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2017-12-13",16000000,1172800000000
"VFC","UPCOM","Vinafco Joint Stock Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-06-26",34000000,1291200568400
"VFG","HOSE","Vietnam Fumigation Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2009-12-17",32088864,1793655697600
"VFR","UPCOM","Transport and Chartering Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-12-28",15000000,102000000000
"VFS","UPCOM","Viet First Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2020-07-01",80250000,1449074250000
"VGC","HOSE","Viglacera Corporation","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-10-15",448350000,27439020000000
"VGG","UPCOM","Viet Tien Garment Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2016-03-10",44100000,1900136700000
"VGI","UPCOM","Viettel Global Investment Joint Stock Company","Telecommunications","Telecommunications","Mobile Telecommunications","Mobile Telecommunications","2018-09-25",3043811200,100424462921600
"VGL","UPCOM","Vingal Industries Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2016-08-15",9325155,240588999000
"VGP","HNX","The Vegetexco Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2006-11-29",8214692,215212855000
"VGR","UPCOM","VIP Green Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2018-04-12",63250000,2175800000000
"VGS","HNX","Vietnam-Germany Steel Pipe Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2008-12-04",42111589,799060696500
"VGT","UPCOM","Vietnam National Textile And Garment Group","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-01-03",500000000,9233000000000
"VGV","UPCOM","Vietnam National Construction Consultants Corporation - JSC","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-07-17",35774448,377778170880
"VHC","HOSE","Vinh Hoan Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2007-12-24",183376956,15110261174400
"VHD","UPCOM","VINAHUD Urban and Housing Development Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-06-22",38000000,771400000000
"VHE","HNX","Viet Nam Herbs and Foods Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2019-01-14",31640000,158199980000
"VHF","UPCOM","Vinh Ha Food Processing And Construction Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2010-05-07",21500000,210700000000
"VHG","UPCOM","Viet Trung Nam Investment and Development Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Diversified Industrials","2008-01-28",150000000,571350000000
"VHH","UPCOM","Thanh Dat Investment House Trading Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-28",7500000,66000000000
"VHL","HNX","Viglacera Ha Long Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-02-12",25000000,555000000000
"VHM","HOSE","Vinhomes Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-05-17",4354367488,260826612531200
"VIB","HOSE","Vietnam International Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2017-01-09",2107672945,56064100337000
"VIC","HOSE","VinGroup Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2007-09-19",3813935561,244091875904000
"VID","HOSE","Vien Dong Investment Development Trading Corporation","Basic Materials","Basic Resources","Forestry & Paper","Paper","2006-12-25",35510789,285035761620
"VIF","HNX","VietNam Forestry Corporation - Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2017-01-12",350000000,6230000000000
"VIG","HNX","Vietnam Industrial & Commercial Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2009-12-01",34133300,235519770000
"VIH","UPCOM","Viglacera Ha Noi Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-04-24",5600000,58800000000
"VIM","UPCOM","Viglacera Mineral Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2017-01-24",1250000,35492500000
"VIN","UPCOM","VINATRANS","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2014-09-04",25500000,624750000000
