"symbol","action","fullName","firstName","lastName","amount","asset","disclosureYear","disclosureDate","transactionDate","url"
"NEE","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","NextEra Energy, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MNST","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Monster Beverage Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MDLZ","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Mondelez International, Inc. - Class A","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MSFT","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Microsoft Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MET","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Metlife, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MRK","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Merck & Company, Inc. Common Stock","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MDT","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Medtronic plc. Ordinary Shares","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MCD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","McDonald's Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MMC","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Marsh & Mclennan Companies, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MTB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","M&T Bank Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"LVS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Las Vegas Sands Corp.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"JNJ","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Johnson & Johnson","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"IGV","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$100,001 - $250,000","ISHARES Expanded Tech-Software Sector ETF","2020","2020-04-05","2020-02-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"IBM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","International Business Machines Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ITW","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Illinois Tool Works Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"HON","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Honeywell International Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"HD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Home Depot, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"HAS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Hasbro, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"HIG","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Hartford Financial Services Group, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"GILD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Gilead Sciences, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"GD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","General Dynamics Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"FIS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Fidelity National Information Services, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"FDRR","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$100,001 - $250,000","Fidelity Dividend ETF for Rising Rates","2020","2020-04-05","2020-02-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"FDS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","FactSet Research Systems Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"FB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Facebook, Inc. - Class A","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"XOM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Exxon Mobil Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"EXPD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Expeditors International of Washington, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ETR","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Entergy Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"LLY","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Eli Lilly and Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"EIX","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Edison International","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"DD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","DuPont de Nemours, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"DOV","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Dover Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"DFS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Discover Financial Services","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"DE","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Deere & Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"DANOY","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Danone Sponsored ADR","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CVS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","CVS Health Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CFR","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Cullen/Frost Bankers, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"COP","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","ConocoPhillips","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CMCSA","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Comcast Corporation - Class A","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CL","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Colgate-Palmolive Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"KO","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Coca-Cola Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CMS","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","CMS Energy Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CME","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","CME Group Inc. - Class A","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CSCO","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Cisco Systems, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Chubb Limited","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CVX","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Chevron Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"CERN","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Cerner Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"COF","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Capital One Financial Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BMY","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Bristol-Myers Squibb Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BXP","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Boston Properties, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BLK","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","BlackRock, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BDX","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Becton, Dickinson and Company","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BAC","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Bank of America Corporation","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"AVB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","AvalonBay Communities, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ADP","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Automatic Data Processing, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ADSK","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Autodesk, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"AJG","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Arthur J. Gallagher & Co.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"AAPL","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Apple Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ADI","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Analog Devices, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"AMGN","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Amgen Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"AMZN","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Amazon.com, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MO","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Altria Group, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"GOOG","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Alphabet Inc. - Class C Capital Stock","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"GOOGL","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Alphabet Inc. - Class A","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"BABA","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$15,001 - $50,000","Alibaba Group Holding Limited American Depositary Shares each Representing Eight Ordinary Share","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ARE","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Alexandria Real Estate Equities, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"APD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Air Products and Chemicals, Inc.","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ACN","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Accenture plc Class A Ordinary Shares","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"ABT","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Abbott Laboratories","2020","2020-04-05","2020-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016323.pdf"
"MRK","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 -","Merck & Company, Inc. Common Stock","2020","2020-03-23","2020-02-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016170.pdf"
"VNO","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Vornado Realty Trust","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"VTR","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Ventas, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"SEIC","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","SEI Investments Company","2020","2020-02-19","2020-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"SLB","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Schlumberger N.V.","2020","2020-02-19","2020-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"REGN","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Regeneron Pharmaceuticals, Inc.","2020","2020-02-19","2020-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"PRU","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Prudential Financial, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"PM","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Philip Morris International Inc","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"PFE","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Pfizer, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"MTB","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","M&T Bank Corporation","2020","2020-02-19","2020-01-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"IBM","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","International Business Machines Corporation","2020","2020-02-19","2020-02-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"GILD","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Gilead Sciences, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"GD","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","General Dynamics Corporation","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"XOM","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Exxon Mobil Corporation","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"DD","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","DUPONT de Nemours, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"CL","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Colgate-Palmolive Company","2020","2020-02-19","2020-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"BMY","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Bristol-Myers Squibb Company","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"BLK","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","BlackRock, Inc.","2020","2020-02-19","2020-01-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"AMZN","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Amazon.com, Inc.","2020","2020-02-19","2020-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015059.pdf"
"VNO","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Vornado Realty Trust","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"VTR","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Ventas, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"SEIC","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","SEI Investments Company","2020","2020-01-10","2019-12-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"SLB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Schlumberger N.V.","2020","2020-01-10","2019-12-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"RHHBY","purchase","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Roche Holdings AG Basel American Depositary Shares","2020","2020-01-10","2020-01-02","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"REGN","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Regeneron Pharmaceuticals, Inc.","2020","2020-01-10","2019-12-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"QCOM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 -","QualCOMM Incorporated","2020","2020-01-10","2019-12-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"QCOM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 -","QualCOMM Incorporated","2020","2020-01-10","2019-12-27","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"QCOM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 -","QualCOMM Incorporated","2020","2020-01-10","2019-12-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"PRU","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Prudential Financial, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"PM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Philip Morris International Inc","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"PFE","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Pfizer, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"MTB","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","M&T Bank Corporation","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"GILD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Gilead Sciences, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"GD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","General Dynamics Corporation","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"XOM","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Exxon Mobil Corporation","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"DD","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","DuPont de Nemours, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"CL","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Colgate-Palmolive Company","2020","2020-01-10","2019-12-12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"BMY","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","Bristol-Myers Squibb Company","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"BLK","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 - $15,000","BlackRock, Inc.","2020","2020-01-10","2019-12-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"AXP","sale_full","Hon. Mikie Sherrill","Mikie","Sherrill","$1,001 -","American Express Company","2020","2020-01-10","2019-12-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20013877.pdf"
"VZ","sale_full","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Verizon Communications Inc","2022","2022-08-17","2022-07-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021568.pdf"
"AATC","purchase","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Autoscope Technologies Corporation","2022","2022-08-17","2022-07-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021568.pdf"
"NI","purchase","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Nisource Inc Fxd to 06/20/23","2022","2022-07-19","2022-07-13","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021403.pdf"
"DUK","purchase","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Duke Energy Corp Fxd 09/20/24","2022","2022-07-19","2022-06-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021403.pdf"
"DUK","purchase","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Duke Energy Corp Fxd to 09/24/2024","2022","2022-06-12","2022-06-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021197.pdf"
"VZ","sale_partial","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Verizon Communications Inc","2022","2022-04-26","2022-04-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020873.pdf"
"DUKE","purchase","Hon. Mo Brooks","Mo","Brooks","$1,001 - $15,000","Duke Energy Corp Fxd to 09/2024 thraftr 4.875%","2022","2022-03-21","2022-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020661.pdf"
"PFE","sale_full","Hon. Mo Brooks","Mo","Brooks","$15,001 - $50,000","Pfizer Inc","2021","2021-10-14","2021-08-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019626.pdf"
"D","purchase","Hon. Mo Brooks","Mo","Brooks","$15,001 - $50,000","Dominion Energy Inc","2021","2021-10-14","2021-09-29","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019626.pdf"
