"id","name","stateAbbreviation","partyShort","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"C001035","Susan Collins","ME","R","C001035","Primary Health and Retirement Security","member","majority","3"
"M001169","Christopher S. Murphy","CT","D","M001169","Primary Health and Retirement Security","member","minority","3"
"C001075","Bill Cassidy","LA","R","C001075","Primary Health and Retirement Security","member","majority","4"
"W000817","Elizabeth Warren","MA","D","W000817","Primary Health and Retirement Security","member","minority","4"
"R000307","Pat Roberts","KS","R","R000307","Primary Health and Retirement Security","member","majority","5"
"K000384","Tim Kaine","VA","D","K000384","Primary Health and Retirement Security","member","minority","5"
"R000615","Mitt Romney","UT","R","R000615","Primary Health and Retirement Security","member","majority","6"
"H001076","Margaret Hassan","NH","D","H001076","Primary Health and Retirement Security","member","minority","6"
"J000300","Doug Jones","AL","D","J000300","Primary Health and Retirement Security","member","minority","7"
"B001310","Mike Braun","IN","R","B001310","Primary Health and Retirement Security","member","majority","7"
"R000608","Jacky Rosen","NV","D","R000608","Primary Health and Retirement Security","member","minority","8"
"M001153","Lisa Murkowski","AK","R","M001153","Primary Health and Retirement Security","member","majority","8"
"M001111","Patty Murray","WA","D","M001111","Primary Health and Retirement Security","Ex Officio","minority","9"
"S001184","Tim Scott","SC","R","S001184","Primary Health and Retirement Security","member","majority","9"
"A000360","Lamar Alexander","TN","R","A000360","Primary Health and Retirement Security","Ex Officio","majority","10"
"P000449","Rob Portman","OH","R","P000449","Investigations Subcommittee","Chairman","majority","1"
"C000174","Thomas R. Carper","DE","D","C000174","Investigations Subcommittee","Ranking Member","minority","1"
"P000603","Rand Paul","KY","R","P000603","Investigations Subcommittee","member","majority","2"
"H001076","Margaret Hassan","NH","D","H001076","Investigations Subcommittee","member","minority","2"
"L000575","James Lankford","OK","R","L000575","Investigations Subcommittee","member","majority","3"
"H001075","Kamala Harris","CA","D","H001075","Investigations Subcommittee","member","minority","3"
"R000615","Mitt Romney","UT","R","R000615","Investigations Subcommittee","member","majority","4"
"R000608","Jacky Rosen","NV","D","R000608","Investigations Subcommittee","member","minority","4"
"H001089","Joshua Hawley","MO","R","H001089","Investigations Subcommittee","member","majority","5"
"J000293","Ron Johnson","WI","R","J000293","Investigations Subcommittee","Ex Officio","majority","6"
"L000575","James Lankford","OK","R","L000575","Regulatory Affairs and Federal Management","Chairman","majority","1"
"S001191","Kyrsten Sinema","AZ","D","S001191","Regulatory Affairs and Federal Management","Ex Officio","minority","1"
"P000449","Rob Portman","OH","R","P000449","Regulatory Affairs and Federal Management","member","majority","2"
"C000174","Thomas R. Carper","DE","D","C000174","Regulatory Affairs and Federal Management","member","minority","2"
"R000615","Mitt Romney","UT","R","R000615","Regulatory Affairs and Federal Management","member","majority","3"
"R000608","Jacky Rosen","NV","D","R000608","Regulatory Affairs and Federal Management","member","minority","3"
"S001217","Rick Scott","FL","R","S001217","Regulatory Affairs and Federal Management","member","majority","4"
"E000285","Michael B. Enzi","WY","R","E000285","Regulatory Affairs and Federal Management","member","majority","5"
"J000293","Ron Johnson","WI","R","J000293","Regulatory Affairs and Federal Management","Ex Officio","majority","6"
"P000603","Rand Paul","KY","R","P000603","Federal Spending Oversight and Emergency Management","Chairman","majority","1"
"H001076","Margaret Hassan","NH","D","H001076","Federal Spending Oversight and Emergency Management","Ranking Member","minority","1"
"S001217","Rick Scott","FL","R","S001217","Federal Spending Oversight and Emergency Management","member","majority","2"
"H001075","Kamala Harris","CA","D","H001075","Federal Spending Oversight and Emergency Management","member","minority","2"
"E000285","Michael B. Enzi","WY","R","E000285","Federal Spending Oversight and Emergency Management","member","majority","3"
"S001191","Kyrsten Sinema","AZ","D","S001191","Federal Spending Oversight and Emergency Management","member","minority","3"
"H001089","Joshua Hawley","MO","R","H001089","Federal Spending Oversight and Emergency Management","member","majority","4"
"J000293","Ron Johnson","WI","R","J000293","Federal Spending Oversight and Emergency Management","Ex Officio","majority","5"
"L000577","Mike Lee","UT","R","L000577","Competition Policy, Antitrust, and Consumer Rights","Chairman","majority","1"
"K000367","Amy Klobuchar","MN","D","K000367","Competition Policy, Antitrust, and Consumer Rights","Ranking Member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Competition Policy, Antitrust, and Consumer Rights","member","majority","2"
"L000174","Patrick J. Leahy","VT","D","L000174","Competition Policy, Antitrust, and Consumer Rights","member","minority","2"
"H001089","Joshua Hawley","MO","R","H001089","Competition Policy, Antitrust, and Consumer Rights","member","majority","3"
"B001277","Richard Blumenthal","CT","D","B001277","Competition Policy, Antitrust, and Consumer Rights","member","minority","3"
"C000880","Michael D. Crapo","ID","R","C000880","Competition Policy, Antitrust, and Consumer Rights","member","majority","4"
"B001288","Cory Booker","NJ","D","B001288","Competition Policy, Antitrust, and Consumer Rights","member","minority","4"
"B001243","Marsha Blackburn","TN","R","B001243","Competition Policy, Antitrust, and Consumer Rights","member","majority","5"
"C001056","John Cornyn","TX","R","C001056","Immigration, Citizenship, and Border Safety Subcommittee","Chairman","majority","1"
"D000563","Richard J. Durbin","IL","D","D000563","Immigration, Citizenship, and Border Safety Subcommittee","Ranking Member","minority","1"
"G000359","Lindsey Graham","SC","R","G000359","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","2"
"F000062","Dianne Feinstein","CA","D","F000062","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","2"
"G000386","Charles E. Grassley","IA","R","G000386","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","3"
"L000174","Patrick J. Leahy","VT","D","L000174","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","3"
"L000577","Mike Lee","UT","R","L000577","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","4"
"K000367","Amy Klobuchar","MN","D","K000367","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","4"
"C001098","Ted Cruz","TX","R","C001098","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","5"
"C001088","Christopher A. Coons","DE","D","C001088","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","5"
"H001089","Joshua Hawley","MO","R","H001089","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","6"
"B001277","Richard Blumenthal","CT","D","B001277","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","6"
"T000476","Thom Tillis","NC","R","T000476","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","7"
"H001042","Mazie K. Hirono","HI","D","H001042","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","7"
"E000295","Joni Ernst","IA","R","E000295","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","8"
"B001288","Cory Booker","NJ","D","B001288","Immigration, Citizenship, and Border Safety Subcommittee","member","minority","8"
"K000393","John Kennedy","LA","R","K000393","Immigration, Citizenship, and Border Safety Subcommittee","member","majority","9"
"H001089","Joshua Hawley","MO","R","H001089","Criminal Justice and Counterterrorism Subcommittee","Chairman","majority","1"
"W000802","Sheldon Whitehouse","RI","D","W000802","Criminal Justice and Counterterrorism Subcommittee","Ranking Member","minority","1"
"G000359","Lindsey Graham","SC","R","G000359","Criminal Justice and Counterterrorism Subcommittee","Chairman","majority","2"
"F000062","Dianne Feinstein","CA","D","F000062","Criminal Justice and Counterterrorism Subcommittee","member","minority","2"
"C001056","John Cornyn","TX","R","C001056","Criminal Justice and Counterterrorism Subcommittee","member","majority","3"
"D000563","Richard J. Durbin","IL","D","D000563","Criminal Justice and Counterterrorism Subcommittee","member","minority","3"
"C001098","Ted Cruz","TX","R","C001098","Criminal Justice and Counterterrorism Subcommittee","member","majority","4"
"K000367","Amy Klobuchar","MN","D","K000367","Criminal Justice and Counterterrorism Subcommittee","member","minority","4"
"T000476","Thom Tillis","NC","R","T000476","Criminal Justice and Counterterrorism Subcommittee","member","majority","5"
"C001088","Christopher A. Coons","DE","D","C001088","Criminal Justice and Counterterrorism Subcommittee","member","minority","5"
"E000295","Joni Ernst","IA","R","E000295","Criminal Justice and Counterterrorism Subcommittee","member","majority","6"
"B001288","Cory Booker","NJ","D","B001288","Criminal Justice and Counterterrorism Subcommittee","member","minority","6"
"K000393","John Kennedy","LA","R","K000393","Criminal Justice and Counterterrorism Subcommittee","member","majority","7"
"C001098","Ted Cruz","TX","R","C001098","Constitution Subcommittee","Chairman","majority","1"
"H001042","Mazie K. Hirono","HI","D","H001042","Constitution Subcommittee","Ranking Member","minority","1"
"C001056","John Cornyn","TX","R","C001056","Constitution Subcommittee","member","majority","2"
"D000563","Richard J. Durbin","IL","D","D000563","Constitution Subcommittee","member","minority","2"
"L000577","Mike Lee","UT","R","L000577","Constitution Subcommittee","member","majority","3"
"W000802","Sheldon Whitehouse","RI","D","W000802","Constitution Subcommittee","member","minority","3"
"S001197","Ben Sasse","NE","R","S001197","Constitution Subcommittee","member","majority","4"
"C001088","Christopher A. Coons","DE","D","C001088","Constitution Subcommittee","member","minority","4"
"C000880","Michael D. Crapo","ID","R","C000880","Constitution Subcommittee","member","majority","5"
"H001075","Kamala Harris","CA","D","H001075","Constitution Subcommittee","member","minority","5"
"B001243","Marsha Blackburn","TN","R","B001243","Constitution Subcommittee","member","majority","6"
"S001197","Ben Sasse","NE","R","S001197","Federal Courts, Oversight, Agency Action, and Federal Rights","Chairman","majority","1"
"B001277","Richard Blumenthal","CT","D","B001277","Federal Courts, Oversight, Agency Action, and Federal Rights","Ranking Member","minority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Federal Courts, Oversight, Agency Action, and Federal Rights","member","majority","2"
"L000174","Patrick J. Leahy","VT","D","L000174","Federal Courts, Oversight, Agency Action, and Federal Rights","member","minority","2"
"T000476","Thom Tillis","NC","R","T000476","Federal Courts, Oversight, Agency Action, and Federal Rights","member","majority","3"
"W000802","Sheldon Whitehouse","RI","D","W000802","Federal Courts, Oversight, Agency Action, and Federal Rights","member","minority","3"
"E000295","Joni Ernst","IA","R","E000295","Federal Courts, Oversight, Agency Action, and Federal Rights","member","majority","4"
"K000367","Amy Klobuchar","MN","D","K000367","Federal Courts, Oversight, Agency Action, and Federal Rights","member","minority","4"
"C000880","Michael D. Crapo","ID","R","C000880","Federal Courts, Oversight, Agency Action, and Federal Rights","member","majority","5"
"H001042","Mazie K. Hirono","HI","D","H001042","Federal Courts, Oversight, Agency Action, and Federal Rights","member","minority","5"
"K000393","John Kennedy","LA","R","K000393","Federal Courts, Oversight, Agency Action, and Federal Rights","member","majority","6"
"T000476","Thom Tillis","NC","R","T000476","Intellectual Property Subcommittee","Chairman","majority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Intellectual Property Subcommittee","Ranking Member","minority","1"
"G000359","Lindsey Graham","SC","R","G000359","Intellectual Property Subcommittee","member","majority","2"
"L000174","Patrick J. Leahy","VT","D","L000174","Intellectual Property Subcommittee","member","minority","2"
"G000386","Charles E. Grassley","IA","R","G000386","Intellectual Property Subcommittee","member","majority","3"
"D000563","Richard J. Durbin","IL","D","D000563","Intellectual Property Subcommittee","member","minority","3"
"C001056","John Cornyn","TX","R","C001056","Intellectual Property Subcommittee","member","majority","4"
"W000802","Sheldon Whitehouse","RI","D","W000802","Intellectual Property Subcommittee","member","minority","4"
"L000577","Mike Lee","UT","R","L000577","Intellectual Property Subcommittee","member","majority","5"
"B001277","Richard Blumenthal","CT","D","B001277","Intellectual Property Subcommittee","member","minority","5"
"S001197","Ben Sasse","NE","R","S001197","Intellectual Property Subcommittee","member","majority","6"
"H001042","Mazie K. Hirono","HI","D","H001042","Intellectual Property Subcommittee","member","minority","6"
"C000880","Michael D. Crapo","ID","R","C000880","Intellectual Property Subcommittee","member","majority","7"
"H001075","Kamala Harris","CA","D","H001075","Intellectual Property Subcommittee","member","minority","7"
"B001243","Marsha Blackburn","TN","R","B001243","Intellectual Property Subcommittee","member","majority","8"
