"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"R000600","Amata Coleman Radewagen","R","AS","R000600","For Indigenous Peoples of the United States","member","minority",3
"S001204","Michael San Nicolas","D","GU","S001204","For Indigenous Peoples of the United States","member","majority",3
"C001114","John Curtis","R","UT","C001114","For Indigenous Peoples of the United States","member","minority",4
"H001080","Debra Haaland","D","NM","H001080","For Indigenous Peoples of the United States","member","majority",4
"H001082","Kevin Hern","R","OK","H001082","For Indigenous Peoples of the United States","member","minority",5
"C001055","Ed Case","D","HI","C001055","For Indigenous Peoples of the United States","member","majority",5
"C001090","Matt Cartwright","D","PA","C001090","For Indigenous Peoples of the United States","member","majority",6
"B001250","Rob Bishop","R","UT","B001250","For Indigenous Peoples of the United States","Ex Officio","minority",7
"G000551","Raúl M. Grijalva","D","AZ","G000551","For Indigenous Peoples of the United States","Ex Officio","majority",9
"C001078","Gerald E. Connolly","D","VA","C001078","Government Operations","Chair","majority",1
"M001184","Thomas Massie","R","KY","M001184","Government Operations","member","minority",2
"N000147","Eleanor Holmes Norton","D","DC","N000147","Government Operations","member","majority",2
"H001071","Jody Hice","R","GA","H001071","Government Operations","member","minority",3
"S001168","John Sarbanes","D","MD","S001168","Government Operations","member","majority",3
"G000576","Glenn Grothman","R","WI","G000576","Government Operations","member","minority",4
"S001175","Jackie Speier","D","CA","S001175","Government Operations","member","majority",4
"C001108","James Comer","R","KY","C001108","Government Operations","member","minority",5
"L000581","Brenda Lawrence","D","MI","L000581","Government Operations","member","majority",5
"N000190","Ralph Norman","R","SC","N000190","Government Operations","member","minority",6
"P000610","Stacey Plaskett","D","VI","P000610","Government Operations","member","majority",6
"S001214","Greg Steube","R","FL","S001214","Government Operations","member","minority",7
"K000389","Ro Khanna","D","CA","K000389","Government Operations","member","majority",7
"L000562","Stephen F. Lynch","D","MA","L000562","Government Operations","member","majority",8
"R000606","Jamie Raskin","D","MD","R000606","Government Operations","member","majority",9
"H001071","Jody Hice","R","GA","H001071","National Security","Ranking Member","minority",1
"L000562","Stephen F. Lynch","D","MA","L000562","National Security","Chair","majority",1
"C000754","Jim Cooper","D","TN","C000754","National Security","member","majority",2
"G000565","Paul Gosar","R","AZ","G000565","National Security","member","minority",3
"W000800","Peter Welch","D","VT","W000800","National Security","member","majority",3
"F000450","Virginia Foxx","R","NC","F000450","National Security","member","minority",4
"R000616","Harley Rouda","D","CA","R000616","National Security","member","majority",4
"W000797","Debbie Wasserman Schultz","D","FL","W000797","National Security","member","majority",5
"C001115","Michael Cloud","R","TX","C001115","National Security","member","minority",6
"K000385","Robin Kelly","D","IL","K000385","National Security","member","majority",6
"G000590","Mark Green","R","TN","G000590","National Security","member","minority",7
"D000623","Mark DeSaulnier","D","CA","D000623","National Security","member","majority",7
"P000610","Stacey Plaskett","D","VI","P000610","National Security","member","majority",8
"L000581","Brenda Lawrence","D","MI","L000581","National Security","member","majority",9
"C001108","James Comer","R","KY","C001108","Environment","Ranking Member","minority",1
"R000616","Harley Rouda","D","CA","R000616","Environment","Chair","majority",1
"G000565","Paul Gosar","R","AZ","G000565","Environment","member","minority",2
"G000563","Bob Gibbs","R","OH","G000563","Environment","member","minority",3
"T000481","Rashida Tlaib","D","MI","T000481","Environment","member","majority",3
"H001077","Clay Higgins","R","LA","H001077","Environment","member","minority",4
"K000391","Raja Krishnamoorthi","D","IL","K000391","Environment","member","majority",4
"A000377","Kelly Armstrong","R","ND","A000377","Environment","member","minority",5
"S001175","Jackie Speier","D","CA","S001175","Environment","member","majority",5
"G000585","Jimmy Gomez","D","CA","G000585","Environment","member","majority",6
"O000172","Alexandria Ocasio-Cortez","D","NY","O000172","Environment","member","majority",7
"R000606","Jamie Raskin","D","MD","R000606","Civil Rights and Civil Liberties","Chair","majority",1
"R000614","Chip Roy","R","TX","R000614","Civil Rights and Civil Liberties","Ranking Member","minority",1
"M000087","Carolyn B. Maloney","D","NY","M000087","Civil Rights and Civil Liberties","member","majority",2
"C001049","William Lacy Clay","D","MO","C001049","Civil Rights and Civil Liberties","member","majority",3
"M001184","Thomas Massie","R","KY","M001184","Civil Rights and Civil Liberties","member","minority",3
"W000797","Debbie Wasserman Schultz","D","FL","W000797","Civil Rights and Civil Liberties","member","majority",4
"K000385","Robin Kelly","D","IL","K000385","Civil Rights and Civil Liberties","member","majority",5
"H001071","Jody Hice","R","GA","H001071","Civil Rights and Civil Liberties","member","minority",5
"G000585","Jimmy Gomez","D","CA","G000585","Civil Rights and Civil Liberties","member","majority",6
"C001115","Michael Cloud","R","TX","C001115","Civil Rights and Civil Liberties","member","minority",6
"O000172","Alexandria Ocasio-Cortez","D","NY","O000172","Civil Rights and Civil Liberties","member","majority",7
"M001205","Carol Miller","R","WV","M001205","Civil Rights and Civil Liberties","member","minority",7
"P000617","Ayanna Pressley","D","MA","P000617","Civil Rights and Civil Liberties","member","majority",8
"N000147","Eleanor Holmes Norton","D","DC","N000147","Civil Rights and Civil Liberties","member","majority",9
"K000391","Raja Krishnamoorthi","D","IL","K000391","Economic and Consumer Policy","Chair","majority",1
"C001115","Michael Cloud","R","TX","C001115","Economic and Consumer Policy","Ranking Member","minority",1
"D000623","Mark DeSaulnier","D","CA","D000623","Economic and Consumer Policy","member","majority",2
"G000576","Glenn Grothman","R","WI","G000576","Economic and Consumer Policy","member","minority",2
"C001108","James Comer","R","KY","C001108","Economic and Consumer Policy","member","minority",3
"K000389","Ro Khanna","D","CA","K000389","Economic and Consumer Policy","member","majority",4
"R000614","Chip Roy","R","TX","R000614","Economic and Consumer Policy","member","minority",4
"P000617","Ayanna Pressley","D","MA","P000617","Economic and Consumer Policy","member","majority",5
"M001205","Carol Miller","R","WV","M001205","Economic and Consumer Policy","member","minority",5
"T000481","Rashida Tlaib","D","MI","T000481","Economic and Consumer Policy","member","majority",6
"C001078","Gerald E. Connolly","D","VA","C001078","Economic and Consumer Policy","member","majority",7
"L000588","Conor Lamb","D","PA","L000588","Energy","Chair","majority",1
"W000814","Randy Weber","R","TX","W000814","Energy","Ranking Member","minority",1
"L000563","Daniel Lipinski","D","IL","L000563","Energy","member","majority",2
"B001302","Andy Biggs","R","AZ","B001302","Energy","member","minority",2
"F000468","Lizzie Fletcher","D","TX","F000468","Energy","member","majority",3
"D000628","Neal Dunn","R","FL","D000628","Energy","member","minority",3
"N000190","Ralph Norman","R","SC","N000190","Energy","member","minority",3
"S001215","Haley Stevens","D","MI","S001215","Energy","member","majority",4
"C001115","Michael Cloud","R","TX","C001115","Energy","member","minority",4
"H001083","Kendra Horn","D","OK","H001083","Energy","member","majority",5
"M001166","Jerry McNerney","D","CA","M001166","Energy","member","majority",6
"L000491","Frank D. Lucas","R","OK","L000491","Energy","Ex Officio","minority",6
"F000454","Bill Foster","D","IL","F000454","Energy","member","majority",7
"C001117","Sean Casten","D","IL","C001117","Energy","member","majority",8
"J000126","Eddie Bernice Johnson","D","TX","J000126","Energy","Ex Officio","majority",9
"S001207","Mikie Sherrill","D","NJ","S001207","Investigations and Oversight","Chair","majority",1
"N000190","Ralph Norman","R","SC","N000190","Investigations and Oversight","Ranking Member","minority",1
"B001278","Suzanne Bonamici","D","OR","B001278","Investigations and Oversight","member","majority",2
"B001302","Andy Biggs","R","AZ","B001302","Investigations and Oversight","member","minority",2
"C001068","Steve Cohen","D","TN","C001068","Investigations and Oversight","member","majority",3
"W000823","Michael Waltz","R","FL","W000823","Investigations and Oversight","member","minority",3
"B001292","Donald Beyer","D","VA","B001292","Investigations and Oversight","member","majority",4
"L000491","Frank D. Lucas","R","OK","L000491","Investigations and Oversight","Ex Officio","minority",4
"W000825","Jennifer Wexton","D","VA","W000825","Investigations and Oversight","member","majority",5
"J000126","Eddie Bernice Johnson","D","TX","J000126","Investigations and Oversight","Ex Officio","majority",6
"H001083","Kendra Horn","D","OK","H001083","Space and Aeronautics","Chair","majority",1
"B001291","Brian Babin","R","TX","B001291","Space and Aeronautics","Ranking Member","minority",1
"L000397","Zoe Lofgren","D","CA","L000397","Space and Aeronautics","member","majority",2
"B001274","Mo Brooks","R","AL","B001274","Space and Aeronautics","member","minority",2
"B001287","Ami Bera","D","CA","B001287","Space and Aeronautics","member","majority",3
"P000599","Bill Posey","R","FL","P000599","Space and Aeronautics","member","minority",3
"P000593","Ed Perlmutter","D","CO","P000593","Space and Aeronautics","member","majority",4
"O000168","Pete Olson","R","TX","O000168","Space and Aeronautics","member","minority",4
"B001292","Donald Beyer","D","VA","B001292","Space and Aeronautics","member","majority",5
"W000823","Michael Waltz","R","FL","W000823","Space and Aeronautics","member","minority",5
"C001111","Charlie Crist","D","FL","C001111","Space and Aeronautics","member","majority",6
"L000491","Frank D. Lucas","R","OK","L000491","Space and Aeronautics","Ex Officio","minority",6
"W000825","Jennifer Wexton","D","VA","W000825","Space and Aeronautics","member","majority",8
"J000126","Eddie Bernice Johnson","D","TX","J000126","Space and Aeronautics","Ex Officio","majority",9
"S001215","Haley Stevens","D","MI","S001215","Research and Technology","Chair","majority",1
"B001307","James Baird","R","IN","B001307","Research and Technology","Ranking Member","minority",1
"L000563","Daniel Lipinski","D","IL","L000563","Research and Technology","member","majority",2
"M001198","Roger Marshall","R","KS","M001198","Research and Technology","member","minority",2
"S001207","Mikie Sherrill","D","NJ","S001207","Research and Technology","member","majority",3
"D000628","Neal Dunn","R","FL","D000628","Research and Technology","member","minority",3
"B001306","Troy Balderson","R","OH","B001306","Research and Technology","member","minority",3
"S000344","Brad Sherman","D","CA","S000344","Research and Technology","member","majority",4
"G000588","Anthony Gonzalez","R","OH","G000588","Research and Technology","member","minority",4
"T000469","Paul Tonko","D","NY","T000469","Research and Technology","member","majority",5
"M001209","Ben McAdams","D","UT","M001209","Research and Technology","member","majority",6
"L000491","Frank D. Lucas","R","OK","L000491","Research and Technology","Ex Officio","minority",6
"C001068","Steve Cohen","D","TN","C001068","Research and Technology","member","majority",7
"F000454","Bill Foster","D","IL","F000454","Research and Technology","member","majority",8
"J000126","Eddie Bernice Johnson","D","TX","J000126","Research and Technology","Ex Officio","majority",9
"F000468","Lizzie Fletcher","D","TX","F000468","Environment","Chair","majority",1
"M001198","Roger Marshall","R","KS","M001198","Environment","Ranking Member","minority",1
"B001278","Suzanne Bonamici","D","OR","B001278","Environment","member","majority",2
"B001291","Brian Babin","R","TX","B001291","Environment","member","minority",2
"L000588","Conor Lamb","D","PA","L000588","Environment","member","majority",3
"G000588","Anthony Gonzalez","R","OH","G000588","Environment","member","minority",3
"T000469","Paul Tonko","D","NY","T000469","Environment","member","majority",4
"B001307","James Baird","R","IN","B001307","Environment","member","minority",4
"C001111","Charlie Crist","D","FL","C001111","Environment","member","majority",5
"C001117","Sean Casten","D","IL","C001117","Environment","member","majority",6
"L000491","Frank D. Lucas","R","OK","L000491","Environment","Ex Officio","minority",6
"M001209","Ben McAdams","D","UT","M001209","Environment","member","majority",7
"B001292","Donald Beyer","D","VA","B001292","Environment","member","majority",8
"J000126","Eddie Bernice Johnson","D","TX","J000126","Environment","Ex Officio","majority",9
"S001212","Pete Stauber","R","MN","S001212","Contracting and Infrastructure","Ranking Member","minority",1
"G000592","Jared Golden","D","ME","G000592","Contracting and Infrastructure","Chair","majority",1
"V000131","Marc Veasey","D","TX","V000131","Contracting and Infrastructure","member","majority",2
"H001088","Jim Hagedorn","R","MN","H001088","Contracting and Infrastructure","member","minority",2
"C001080","Judy Chu","D","CA","C001080","Contracting and Infrastructure","member","majority",3
"B001306","Troy Balderson","R","OH","B001306","Contracting and Infrastructure","member","minority",3
"S001210","Ross Spano","R","FL","S001210","Oversight, Investigations, and Regulations","Ranking Member","minority",1
"C001080","Judy Chu","D","CA","C001080","Oversight, Investigations, and Regulations","Chair","majority",1
"E000296","Dwight Evans","D","PA","E000296","Oversight, Investigations, and Regulations","member","majority",2
"K000388","Trent Kelly","R","MS","K000388","Oversight, Investigations, and Regulations","member","minority",2
"B001309","Tim Burchett","R","TN","B001309","Oversight, Investigations, and Regulations","member","minority",3
"J000302","John Joyce","R","PA","J000302","Underserved, Agricultural, and Rural Business Development","Ranking Member","minority",1
"F000467","Abby Finkenauer","D","IA","F000467","Underserved, Agricultural, and Rural Business Development","Chair","majority",1
"G000592","Jared Golden","D","ME","G000592","Underserved, Agricultural, and Rural Business Development","member","majority",2
"R000600","Amata Coleman Radewagen","R","AS","R000600","Underserved, Agricultural, and Rural Business Development","member","minority",2
"C001121","Jason Crow","D","CO","C001121","Underserved, Agricultural, and Rural Business Development","member","majority",3
"K000388","Trent Kelly","R","MS","K000388","Underserved, Agricultural, and Rural Business Development","member","minority",3
"H001088","Jim Hagedorn","R","MN","H001088","Underserved, Agricultural, and Rural Business Development","member","minority",4
"H001082","Kevin Hern","R","OK","H001082","Economic Growth, Tax, and Capital Access","Ranking Member","minority",1
"K000394","Andy Kim","D","NJ","K000394","Economic Growth, Tax, and Capital Access","Chair","majority",1
"D000629","Sharice Davids","D","KS","D000629","Economic Growth, Tax, and Capital Access","member","majority",2
"S001210","Ross Spano","R","FL","S001210","Economic Growth, Tax, and Capital Access","member","minority",2
"S001190","Brad Schneider","D","IL","S001190","Economic Growth, Tax, and Capital Access","member","majority",3
"R000600","Amata Coleman Radewagen","R","AS","R000600","Economic Growth, Tax, and Capital Access","member","minority",3
"E000297","Adriano Espaillat","D","NY","E000297","Economic Growth, Tax, and Capital Access","member","majority",4
"S001212","Pete Stauber","R","MN","S001212","Economic Growth, Tax, and Capital Access","member","minority",4
"D000630","Antonio Delgado","D","NY","D000630","Economic Growth, Tax, and Capital Access","member","majority",5
"C001121","Jason Crow","D","CO","C001121","Economic Growth, Tax, and Capital Access","member","majority",6
"C001121","Jason Crow","D","CO","C001121","Innovation, Entrepreneurship, and Workforce Development","Chair","majority",1
"B001306","Troy Balderson","R","OH","B001306","Innovation, Entrepreneurship, and Workforce Development","Ranking Member","minority",1
"V000131","Marc Veasey","D","TX","V000131","Innovation, Entrepreneurship, and Workforce Development","member","majority",2
"B001309","Tim Burchett","R","TN","B001309","Innovation, Entrepreneurship, and Workforce Development","member","minority",2
"H001085","Chrissy Houlahan","D","PA","H001085","Innovation, Entrepreneurship, and Workforce Development","member","majority",3
"H001082","Kevin Hern","R","OK","H001082","Innovation, Entrepreneurship, and Workforce Development","member","minority",3
"F000467","Abby Finkenauer","D","IA","F000467","Innovation, Entrepreneurship, and Workforce Development","member","majority",4
"J000302","John Joyce","R","PA","J000302","Innovation, Entrepreneurship, and Workforce Development","member","minority",4
"K000394","Andy Kim","D","NJ","K000394","Innovation, Entrepreneurship, and Workforce Development","member","majority",5
"D000629","Sharice Davids","D","KS","D000629","Innovation, Entrepreneurship, and Workforce Development","member","majority",6
"J000299","Mike Johnson","R","LA","J000299","The Constitution, Civil Rights, and Civil Liberties","Ranking Member","minority",1
"C001068","Steve Cohen","D","TN","C001068","The Constitution, Civil Rights, and Civil Liberties","Chair","majority",1
"G000552","Louie Gohmert","R","TX","G000552","The Constitution, Civil Rights, and Civil Liberties","member","minority",2
"R000606","Jamie Raskin","D","MD","R000606","The Constitution, Civil Rights, and Civil Liberties","Vice Chair","majority",2
"J000289","Jim Jordan","R","OH","J000289","The Constitution, Civil Rights, and Civil Liberties","member","minority",3
"S001193","Eric Swalwell","D","CA","S001193","The Constitution, Civil Rights, and Civil Liberties","member","majority",3
"R000610","Guy Reschenthaler","R","PA","R000610","The Constitution, Civil Rights, and Civil Liberties","member","minority",4
"S001205","Mary Gay Scanlon","D","PA","S001205","The Constitution, Civil Rights, and Civil Liberties","member","majority",4
"C001118","Ben Cline","R","VA","C001118","The Constitution, Civil Rights, and Civil Liberties","member","minority",5
"D000631","Madeleine Dean","D","PA","D000631","The Constitution, Civil Rights, and Civil Liberties","member","majority",5
"A000377","Kelly Armstrong","R","ND","A000377","The Constitution, Civil Rights, and Civil Liberties","member","minority",6
"G000587","Sylvia Garcia","D","TX","G000587","The Constitution, Civil Rights, and Civil Liberties","member","majority",6
"E000299","Veronica Escobar","D","TX","E000299","The Constitution, Civil Rights, and Civil Liberties","member","majority",7
"J000032","Sheila Jackson Lee","D","TX","J000032","The Constitution, Civil Rights, and Civil Liberties","member","majority",8
"R000591","Martha Roby","R","AL","R000591","Courts, Intellectual Property, and the Internet","Ranking Member","minority",1
"J000288","Hank Johnson","D","GA","J000288","Courts, Intellectual Property, and the Internet","Chair","majority",1
"C000266","Steven J. Chabot","R","OH","C000266","Courts, Intellectual Property, and the Internet","member","minority",2
"D000610","Ted Deutch","D","FL","D000610","Courts, Intellectual Property, and the Internet","member","majority",2
"J000289","Jim Jordan","R","OH","J000289","Courts, Intellectual Property, and the Internet","member","minority",3
"R000588","Cedric Richmond","D","LA","R000588","Courts, Intellectual Property, and the Internet","member","majority",3
"J000294","Hakeem Jeffries","D","NY","J000294","Courts, Intellectual Property, and the Internet","member","majority",4
"G000578","Matt Gaetz","R","FL","G000578","Courts, Intellectual Property, and the Internet","member","minority",5
"L000582","Ted Lieu","D","CA","L000582","Courts, Intellectual Property, and the Internet","member","majority",5
"J000299","Mike Johnson","R","LA","J000299","Courts, Intellectual Property, and the Internet","member","minority",6
"S001211","Greg Stanton","D","AZ","S001211","Courts, Intellectual Property, and the Internet","member","majority",6
"B001302","Andy Biggs","R","AZ","B001302","Courts, Intellectual Property, and the Internet","member","minority",7
"L000397","Zoe Lofgren","D","CA","L000397","Courts, Intellectual Property, and the Internet","member","majority",7
"R000610","Guy Reschenthaler","R","PA","R000610","Courts, Intellectual Property, and the Internet","member","minority",8
"C001068","Steve Cohen","D","TN","C001068","Courts, Intellectual Property, and the Internet","member","majority",8
"C001118","Ben Cline","R","VA","C001118","Courts, Intellectual Property, and the Internet","member","minority",9
"B001270","Karen Bass","D","CA","B001270","Courts, Intellectual Property, and the Internet","member","majority",9
"S001193","Eric Swalwell","D","CA","S001193","Courts, Intellectual Property, and the Internet","member","majority",10
"C001110","J. Luis Correa","D","CA","C001110","Courts, Intellectual Property, and the Internet","member","majority",11
"B001270","Karen Bass","D","CA","B001270","Crime, Terrorism and Homeland Security","Chair","majority",1
"S000244","F. James Sensenbrenner","R","WI","S000244","Crime, Terrorism and Homeland Security","member","minority",2
"J000032","Sheila Jackson Lee","D","TX","J000032","Crime, Terrorism and Homeland Security","member","majority",2
"C000266","Steven J. Chabot","R","OH","C000266","Crime, Terrorism and Homeland Security","member","minority",3
"D000627","Val Demings","D","FL","D000627","Crime, Terrorism and Homeland Security","Vice Chair","majority",3
"G000552","Louie Gohmert","R","TX","G000552","Crime, Terrorism and Homeland Security","member","minority",4
"M001208","Lucy McBath","D","GA","M001208","Crime, Terrorism and Homeland Security","member","majority",4
"M001177","Tom McClintock","R","CA","M001177","Crime, Terrorism and Homeland Security","member","minority",5
"D000610","Ted Deutch","D","FL","D000610","Crime, Terrorism and Homeland Security","member","majority",5
"L000589","Debbie Lesko","R","AZ","L000589","Crime, Terrorism and Homeland Security","member","minority",6
"R000588","Cedric Richmond","D","LA","R000588","Crime, Terrorism and Homeland Security","member","majority",6
"R000610","Guy Reschenthaler","R","PA","R000610","Crime, Terrorism and Homeland Security","member","minority",7
"J000294","Hakeem Jeffries","D","NY","J000294","Crime, Terrorism and Homeland Security","member","majority",7
"C001118","Ben Cline","R","VA","C001118","Crime, Terrorism and Homeland Security","member","minority",8
"C001084","David Cicilline","D","RI","C001084","Crime, Terrorism and Homeland Security","member","majority",8
"S001214","Greg Steube","R","FL","S001214","Crime, Terrorism and Homeland Security","member","minority",9
"L000582","Ted Lieu","D","CA","L000582","Crime, Terrorism and Homeland Security","member","majority",9
"D000631","Madeleine Dean","D","PA","D000631","Crime, Terrorism and Homeland Security","member","majority",10
"M001207","Debbie Mucarsel-Powell","D","FL","M001207","Crime, Terrorism and Homeland Security","member","majority",11
"C001068","Steve Cohen","D","TN","C001068","Crime, Terrorism and Homeland Security","member","majority",12
"B001297","Ken Buck","R","CO","B001297","Immigration and Citizenship","Ranking Member","minority",1
"L000397","Zoe Lofgren","D","CA","L000397","Immigration and Citizenship","Chair","majority",1
"B001302","Andy Biggs","R","AZ","B001302","Immigration and Citizenship","member","minority",2
"J000298","Pramila Jayapal","D","WA","J000298","Immigration and Citizenship","Vice Chair","majority",2
"M001177","Tom McClintock","R","CA","M001177","Immigration and Citizenship","member","minority",3
"C001110","J. Luis Correa","D","CA","C001110","Immigration and Citizenship","member","majority",3
"L000589","Debbie Lesko","R","AZ","L000589","Immigration and Citizenship","member","minority",4
"G000587","Sylvia Garcia","D","TX","G000587","Immigration and Citizenship","member","majority",4
"A000377","Kelly Armstrong","R","ND","A000377","Immigration and Citizenship","member","minority",5
"N000191","Joe Neguse","D","CO","N000191","Immigration and Citizenship","member","majority",5
"S001214","Greg Steube","R","FL","S001214","Immigration and Citizenship","member","minority",6
"M001207","Debbie Mucarsel-Powell","D","FL","M001207","Immigration and Citizenship","member","majority",6
"E000299","Veronica Escobar","D","TX","E000299","Immigration and Citizenship","member","majority",7
"J000032","Sheila Jackson Lee","D","TX","J000032","Immigration and Citizenship","member","majority",8
"S001205","Mary Gay Scanlon","D","PA","S001205","Immigration and Citizenship","member","majority",9
"S000244","F. James Sensenbrenner","R","WI","S000244","Antitrust, Commercial, and Administrative Law","Ranking Member","minority",1
"C001084","David Cicilline","D","RI","C001084","Antitrust, Commercial, and Administrative Law","Chair","majority",1
"G000578","Matt Gaetz","R","FL","G000578","Antitrust, Commercial, and Administrative Law","member","minority",2
"J000288","Hank Johnson","D","GA","J000288","Antitrust, Commercial, and Administrative Law","member","majority",2
"B001297","Ken Buck","R","CO","B001297","Antitrust, Commercial, and Administrative Law","member","minority",3
"R000606","Jamie Raskin","D","MD","R000606","Antitrust, Commercial, and Administrative Law","member","majority",3
"A000377","Kelly Armstrong","R","ND","A000377","Antitrust, Commercial, and Administrative Law","member","minority",4
"J000298","Pramila Jayapal","D","WA","J000298","Antitrust, Commercial, and Administrative Law","member","majority",4
"S001214","Greg Steube","R","FL","S001214","Antitrust, Commercial, and Administrative Law","member","minority",5
"D000627","Val Demings","D","FL","D000627","Antitrust, Commercial, and Administrative Law","member","majority",5
"S001205","Mary Gay Scanlon","D","PA","S001205","Antitrust, Commercial, and Administrative Law","member","majority",6
"N000191","Joe Neguse","D","CO","N000191","Antitrust, Commercial, and Administrative Law","Vice Chair","majority",7
"M001208","Lucy McBath","D","GA","M001208","Antitrust, Commercial, and Administrative Law","member","majority",8
"G000577","Garret Graves","R","LA","G000577","Aviation","Ranking Member","minority",1
"L000560","Rick Larsen","D","WA","L000560","Aviation","Chair","majority",1
"C001072","André Carson","D","IN","C001072","Aviation","member","majority",2
"Y000033","Don Young","R","AK","Y000033","Aviation","member","minority",2
"P000610","Stacey Plaskett","D","VI","P000610","Aviation","member","majority",3
"W000806","Daniel Webster","R","FL","W000806","Aviation","member","minority",3
"L000562","Stephen F. Lynch","D","MA","L000562","Aviation","member","majority",4
"M001184","Thomas Massie","R","KY","M001184","Aviation","member","minority",4
"N000147","Eleanor Holmes Norton","D","DC","N000147","Aviation","member","majority",5
"P000605","Scott Perry","R","PA","P000605","Aviation","member","minority",5
"L000563","Daniel Lipinski","D","IL","L000563","Aviation","member","majority",6
"W000810","Rob Woodall","R","GA","W000810","Aviation","member","minority",6
"C001068","Steve Cohen","D","TN","C001068","Aviation","member","majority",7
"K000386","John Katko","R","NY","K000386","Aviation","member","minority",7
"J000288","Hank Johnson","D","GA","J000288","Aviation","member","majority",8
"R000603","David Rouzer","R","NC","R000603","Aviation","member","minority",8
"T000468","Dina Titus","D","NV","T000468","Aviation","member","majority",9
"S001199","Lloyd Smucker","R","PA","S001199","Aviation","member","minority",9
"B001285","Julia Brownley","D","CA","B001285","Aviation","member","majority",10
"B001304","Anthony Brown","D","MD","B001304","Aviation","member","majority",11
"M001199","Brian Mast","R","FL","M001199","Aviation","member","minority",11
"S001211","Greg Stanton","D","AZ","S001211","Aviation","member","majority",12
"G000579","Mike Gallagher","R","WI","G000579","Aviation","member","minority",12
"A000376","Colin Allred","D","TX","A000376","Aviation","member","majority",13
"F000466","Brian Fitzpatrick","R","PA","F000466","Aviation","member","minority",13
"G000586","Jesús García","D","IL","G000586","Aviation","member","majority",14
"B001306","Troy Balderson","R","OH","B001306","Aviation","member","minority",14
"J000126","Eddie Bernice Johnson","D","TX","J000126","Aviation","member","majority",15
"S001210","Ross Spano","R","FL","S001210","Aviation","member","minority",15
"M001185","Sean Patrick Maloney","D","NY","M001185","Aviation","member","majority",16
"S001212","Pete Stauber","R","MN","S001212","Aviation","member","minority",16
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Aviation","member","majority",17
"G000546","Sam Graves","R","MO","G000546","Aviation","Ex Officio","minority",17
"D000629","Sharice Davids","D","KS","D000629","Aviation","member","majority",18
"C001119","Angie Craig","D","MN","C001119","Aviation","member","majority",19
"N000179","Grace F. Napolitano","D","CA","N000179","Aviation","member","majority",20
"C001112","Salud Carbajal","D","CA","C001112","Aviation","member","majority",21
"D000191","Peter A. DeFazio","D","OR","D000191","Aviation","Ex Officio","majority",22
"G000563","Bob Gibbs","R","OH","G000563","Coast Guard and Maritime Transportation","Ranking Member","minority",1
"M001185","Sean Patrick Maloney","D","NY","M001185","Coast Guard and Maritime Transportation","Chair","majority",1
"Y000033","Don Young","R","AK","Y000033","Coast Guard and Maritime Transportation","member","minority",2
"L000560","Rick Larsen","D","WA","L000560","Coast Guard and Maritime Transportation","member","majority",3
"W000814","Randy Weber","R","TX","W000814","Coast Guard and Maritime Transportation","member","minority",3
"P000610","Stacey Plaskett","D","VI","P000610","Coast Guard and Maritime Transportation","member","majority",4
"M001199","Brian Mast","R","FL","M001199","Coast Guard and Maritime Transportation","member","minority",4
"G000559","John Garamendi","D","CA","G000559","Coast Guard and Maritime Transportation","member","majority",5
"G000579","Mike Gallagher","R","WI","G000579","Coast Guard and Maritime Transportation","member","minority",5
"L000579","Alan Lowenthal","D","CA","L000579","Coast Guard and Maritime Transportation","member","majority",6
"M001205","Carol Miller","R","WV","M001205","Coast Guard and Maritime Transportation","member","minority",6
"B001304","Anthony Brown","D","MD","B001304","Coast Guard and Maritime Transportation","member","majority",7
"G000546","Sam Graves","R","MO","G000546","Coast Guard and Maritime Transportation","Ex Officio","minority",7
"P000614","Chris Pappas","D","NH","P000614","Coast Guard and Maritime Transportation","member","majority",8
"D000191","Peter A. DeFazio","D","OR","D000191","Coast Guard and Maritime Transportation","Ex Officio","majority",9
"T000468","Dina Titus","D","NV","T000468","Economic Development, Public Buildings, and Emergency Management","Chair","majority",1
"M001207","Debbie Mucarsel-Powell","D","FL","M001207","Economic Development, Public Buildings, and Emergency Management","member","majority",2
"P000609","Gary Palmer","R","AL","P000609","Economic Development, Public Buildings, and Emergency Management","member","minority",2
"D000629","Sharice Davids","D","KS","D000629","Economic Development, Public Buildings, and Emergency Management","member","majority",3
"G000582","Jenniffer González-Colón","R","PR","G000582","Economic Development, Public Buildings, and Emergency Management","member","minority",3
"N000147","Eleanor Holmes Norton","D","DC","N000147","Economic Development, Public Buildings, and Emergency Management","member","majority",4
"M001205","Carol Miller","R","WV","M001205","Economic Development, Public Buildings, and Emergency Management","member","minority",4
"J000288","Hank Johnson","D","GA","J000288","Economic Development, Public Buildings, and Emergency Management","member","majority",5
"P000615","Greg Pence","R","IN","P000615","Economic Development, Public Buildings, and Emergency Management","member","minority",5
"G000559","John Garamendi","D","CA","G000559","Economic Development, Public Buildings, and Emergency Management","member","majority",6
"G000546","Sam Graves","R","MO","G000546","Economic Development, Public Buildings, and Emergency Management","Ex Officio","minority",6
"B001304","Anthony Brown","D","MD","B001304","Economic Development, Public Buildings, and Emergency Management","member","majority",7
